source_file,speaker_id,utterance_id,filename_valid,response_mode,status,processing_seconds,transcript,normalized_text,tagged_input,response_text,audio_output,error
2301_audio1.wav,2301,audio1,True,preserve_cs,ok,27.32585550006479,aku mau buk fly kejidah minggurapan bisa bantus kejur,aku mau buk fly kejidah minggurapan bisa bantus kejur,[ID]aku mau buk fly kejidah minggurapan bisa bantus kejur[/ID],Saya tidak bisa langsung bantu *booking* atau cek jadwal *real-time*. Anda bisa cek jadwal penerbangan ke Jeddah untuk minggu depan di *website* maskapai atau aplikasi *travel agent* seperti Traveloka atau Tiket.com.,D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2301_audio1_resp_preserve_cs.wav,
2301_audio11.wav,2301,audio11,True,preserve_cs,ok,11.105958600062877,kenapa festing di Ramadon itu wajip bagi muslim?,kenapa festing di Ramadon itu wajip bagi muslim?,[ID]kenapa festing di Ramadon itu wajip bagi muslim?[/ID],Puasa atau *festing* di bulan Ramadan itu wajib bagi muslim karena merupakan salah satu dari lima rukun Islam. Ini adalah perintah langsung dari Allah SWT yang disebutkan dalam Al-Qur'an.,D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2301_audio11_resp_preserve_cs.wav,
2301_audio12.wav,2301,audio12,True,preserve_cs,ok,8.913332599913701,bagaimana process fisah Saudi untuk umuroh dari Indonesia sekara?,bagaimana process fisah Saudi untuk umuroh dari Indonesia sekara?,[ID]bagaimana process fisah Saudi untuk umuroh dari Indonesia sekara?[/ID],"Untuk proses visa Saudi bagi umrah dari Indonesia,",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2301_audio12_resp_preserve_cs.wav,
2301_audio14.wav,2301,audio14,True,preserve_cs,ok,12.440390500007197,How to prepare the command Umroh dari Indonesia dengan Benar.,How to prepare the command Umroh dari Indonesia dengan Benar.,[EN]How to prepare the command Umroh dari Indonesia dengan Benar.[/EN],"Untuk persiapan Umrah dari Indonesia dengan benar, pertama pilih *travel agent* yang terpercaya dan urus semua dokumen penting seperti paspor dan visa. Jangan lupa siapkan fisik dan mental, serta pelajari tata cara ibadah Umrah agar pelaksanaannya lancar.",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2301_audio14_resp_preserve_cs.wav,
2301_audio3.wav,2301,audio3,True,preserve_cs,ok,13.613145999843255,can you help aku arrange transport dari jidak kemarinah tumurau?,can you help aku arrange transport dari jidak kemarinah tumurau?,[ID]can you help aku arrange transport dari jidak kemarinah tumurau?[/ID],"Maaf, saya tidak bisa langsung membantu *arrange transport*. Tapi, Anda bisa mencari opsi transportasi dari Jeddah ke Madinah untuk *tomorrow* melalui *travel agent*, aplikasi *online booking* seperti Uber atau Careem (jika tersedia), atau taksi di bandara Jeddah.",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2301_audio3_resp_preserve_cs.wav,
2301_audio4.wav,2301,audio4,True,preserve_cs,ok,9.079630499938503,"Explan, step-by-step, cara apply, visa, saudih dengan benar.","Explan, step-by-step, cara apply, visa, saudih dengan benar.","[ID]Explan, step-by-step, cara apply, visa, saudih dengan benar.[/ID]","Untuk *apply* visa Saudi dengan benar, pertama tent",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2301_audio4_resp_preserve_cs.wav,
2301_audio5.wav,2301,audio5,True,preserve_cs,ok,30.11658090003766,"ya, akhirnya, guri-dubuk, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selan","ya, akhirnya, guri-dubuk, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selan","[ID]ya, akhirnya, guri-dubuk, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selanjutnya, selan[/ID]","Maaf, saya tidak mengerti apa yang Anda maksud.",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2301_audio5_resp_preserve_cs.wav,
2301_audio6.wav,2301,audio6,True,preserve_cs,ok,11.82745850016363,"Uri-du, range transport, mencidah, ilah, medinah, kokodan.","Uri-du, range transport, mencidah, ilah, medinah, kokodan.","[ID]Uri-du, range transport, mencidah, ilah, medinah, kokodan.[/ID]","Maaf, saya tidak bisa langsung bantu *arrange",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2301_audio6_resp_preserve_cs.wav,
2302_audio01.wav,2302,audio01,True,preserve_cs,ok,9.685013399925083,Aku mau buk flood kejidah mingudapan bisa bantu skidual.,Aku mau buk flood kejidah mingudapan bisa bantu skidual.,[ID]Aku mau buk flood kejidah mingudapan bisa bantu skidual.[/ID],Saya tidak bisa langsung bantu *booking* atau cek jadwal *real-time*. Anda bisa cek jadwal penerbangan ke Jeddah untuk minggu depan di *website* maskapai atau aplikasi *travel agent* seperti Traveloka atau Tiket.com.,D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio01_resp_preserve_cs.wav,
2302_audio02.wav,2302,audio02,True,preserve_cs,ok,9.606599600054324,Aku butuh transfer umur asim pal tapi inklet Madina Fisit.,Aku butuh transfer umur asim pal tapi inklet Madina Fisit.,[ID]Aku butuh transfer umur asim pal tapi inklet Madina Fisit.[/ID],"Maaf, saya kurang mengerti bagian ""asim pal",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio02_resp_preserve_cs.wav,
2302_audio03.wav,2302,audio03,True,preserve_cs,ok,13.068428399972618,Can you help Akua Rinchitransport that is in the Akamadina tomorrow?,Can you help Akua Rinchitransport that is in the Akamadina tomorrow?,[EN]Can you help Akua Rinchitransport that is in the Akamadina tomorrow?[/EN],"Maaf, saya tidak bisa langsung bantu *arrange transport",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio03_resp_preserve_cs.wav,
2302_audio04.wav,2302,audio04,True,preserve_cs,ok,13.081529300194234,Expense step-by-step cari apply visi-à-thaw di dengan benar.,Expense step-by-step cari apply visi-à-thaw di dengan benar.,[ID]Expense step-by-step cari apply visi-à-thaw di dengan benar.[/ID],"Untuk *apply* visa Saudi dengan benar, pertama tentukan jenis visa yang Anda butuhkan (misalnya, Umrah, turis, atau bisnis)",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio04_resp_preserve_cs.wav,
2302_audio05.wav,2302,audio05,True,preserve_cs,ok,12.78800980001688,"Ya akhir, uredu bufak ilah jidah alus bu alhadiim hal-betabantu agi de af daskejo wai latan mubasiroh.","Ya akhir, uredu bufak ilah jidah alus bu alhadiim hal-betabantu agi de af daskejo wai latan mubasiroh.","[ID]Ya akhir, uredu bufak ilah jidah alus bu alhadiim hal-betabantu agi de af daskejo wai latan mubasiroh.[/ID]","Maaf, saya tidak mengerti apa yang Anda maksudkan dengan pertanyaan tersebut. Bisakah Anda mengulanginya dengan lebih jelas?",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio05_resp_preserve_cs.wav,
2302_audio06.wav,2302,audio06,True,preserve_cs,ok,11.308851500041783,او ردو ارنش ترنس بارت منجده إلى مدين حدا,او ردو ارنش ترنس بارت منجده إلى مدين حدا,[ID]او ردو ارنش ترنس بارت منجده إلى مدين حدا[/ID],"Maaf, saya tidak bisa langsung bantu *arrange transport*. Anda bisa mencari opsi transportasi dari Jeddah ke Madinah melalui *travel agent*, aplikasi *online booking",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio06_resp_preserve_cs.wav,
2302_audio11.wav,2302,audio11,True,preserve_cs,ok,10.300902999937534,kenapa fasting di Ramadan itu wajip lagi muslim?,kenapa fasting di Ramadan itu wajip lagi muslim?,[ID]kenapa fasting di Ramadan itu wajip lagi muslim?[/ID],Puasa atau *fasting* di bulan Ramadan itu wajib bagi muslim karena merupakan salah satu dari lima rukun Islam. Ini adalah perintah langsung dari Allah SWT yang disebutkan dalam Al-Qur'an.,D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio11_resp_preserve_cs.wav,
2302_audio14.wav,2302,audio14,True,preserve_cs,ok,14.793853800045326,How to prepare document umro dari Indonesia dengan benar?,How to prepare document umro dari Indonesia dengan benar?,[ID]How to prepare document umro dari Indonesia dengan benar?[/ID],"Untuk persiapan dokumen Umrah dari Indonesia dengan benar, pastikan paspor Anda masih berlaku minimal 6 bulan dan siapkan KTP, Kartu Keluarga, serta buku nikah (jika bepergian dengan pasangan). Jangan lupa sertifikat vaksin meningitis dan COVID-19, serta foto ukuran paspor. Biasanya, *travel agent",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio14_resp_preserve_cs.wav,
2302_audio15.wav,2302,audio15,True,preserve_cs,ok,14.763118400005624,Tolong buat check-based persiapan umbrot termasuk berangwa-jip di bawah.,Tolong buat check-based persiapan umbrot termasuk berangwa-jip di bawah.,[ID]Tolong buat check-based persiapan umbrot termasuk berangwa-jip di bawah.[/ID],"Tentu, ini *checklist* persiapan Umrah, termasuk barang wajib:  1.  **Dokumen:** Pastikan paspor, visa, tiket pesawat, dan kartu vaksin meningitis/COVID-19 sudah lengkap dan valid",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio15_resp_preserve_cs.wav,
2302_audio17.wav,2302,audio17,True,preserve_cs,ok,15.141721200197935,Menurut kamu belajar bahasa rapik itu susah gak untuk pemula.,Menurut kamu belajar bahasa rapik itu susah gak untuk pemula.,[ID]Menurut kamu belajar bahasa rapik itu susah gak untuk pemula.[/ID],"Belajar bahasa Arab itu bisa dibilang *challenging* untuk pemula karena sistem penulisannya beda dan banyak *grammar* yang unik. Tapi, dengan konsistensi dan *practice*, pasti bisa kok.",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2302_audio17_resp_preserve_cs.wav,
2303_audio01.wav,2303,audio01,True,preserve_cs,ok,39.88441969989799,www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www,www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www,[ID]www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www www[/ID],"Maaf, saya tidak mengerti apa yang Anda maksud.",D:\Semester6\NLP\Prak\UAS\UAS-Praktikum-Pemrosesan-Bahasa-Alami\outputs\tts\2303_audio01_resp_preserve_cs.wav,
